id,note,translate
363,"A colossal sea serpent that creates massive whirlpools capable of dragging entire ships into the depths, its scales constantly shifting and flowing like liquid","Un serpente marino colossale che crea enormi vortici capaci di trascinare intere navi nelle profondità, le cui squame si spostano e scorrono costantemente come liquidi"
364,"An ancient ice elemental so powerful that the air freezes solid around it, creating crystal sculptures of anything that approaches too closely","Un antico elementale del ghiaccio così potente che l'aria si congela completamente attorno a lui, creando sculture di cristallo di qualsiasi cosa si avvicini troppo."
365,"A legendary killer who has mastered forbidden shadow magic, able to move between dimensions and strike from impossible angles","Un assassino leggendario che ha padroneggiato la magia delle ombre proibite, in grado di muoversi tra le dimensioni e colpire da angolazioni impossibili"
366,A psionicist of devastating power who can control multiple minds simultaneously and reshape reality itself with pure thought,Uno psionico dal potere devastante che può controllare più menti simultaneamente e rimodellare la realtà stessa con il pensiero puro
367,"A divine enforcer sent to eradicate corruption, wielding weapons of pure holy light that can cleave through any defense","Un esecutore divino inviato per sradicare la corruzione, brandendo armi di pura luce sacra in grado di penetrare qualsiasi difesa"
368,"A demonic engine of destruction whose body is a gateway to the elemental plane of fire, surrounding everything nearby in an inescapable inferno","Un motore demoniaco di distruzione il cui corpo è un portale per il piano elementale del fuoco, che circonda tutto ciò che è nelle vicinanze in un inferno ineluttabile."
369,"A massive mutated creature whose every pore seeps deadly toxins, creating clouds of poison that kill all life for miles around","Un'enorme creatura mutata da cui ogni poro trasuda tossine mortali, creando nuvole di veleno che uccidono ogni forma di vita per chilometri intorno"
370,"A cosmic horror that exists half in our reality and half beyond, spinning webs of anti-matter that erase anything they touch from existence","Un orrore cosmico che esiste per metà nella nostra realtà e per metà al di là di essa, tessendo reti di antimateria che cancellano dall'esistenza tutto ciò che toccano."
371,"A primordial air elemental capable of creating hurricanes at will, its body a swirling vortex of lightning and wind that tears apart anything in its path","Un elementale dell'aria primordiale capace di creare uragani a piacimento, il suo corpo è un vortice vorticoso di fulmini e vento che fa a pezzi tutto ciò che incontra sul suo cammino."
372,"The undisputed ruler of winter, an ancient dragon whose frigid breath can instantly freeze an entire army solid and shatter them with a gesture","Il sovrano indiscusso dell'inverno, un antico drago il cui respiro gelido può congelare all'istante un intero esercito e frantumarlo con un gesto"
373,"An ancient earth elemental of unimaginable power that has become one with an entire mountain range, causing tectonic shifts with its movements","Un antico elementale della terra dal potere inimmaginabile che è diventato tutt'uno con un'intera catena montuosa, causando spostamenti tettonici con i suoi movimenti"
374,"The progenitor of all vampires, an ancient evil that can command oceans of blood and drain the life force from entire regions with a mere thought","Il progenitore di tutti i vampiri, un antico male che può comandare oceani di sangue e drenare la forza vitale da intere regioni con un solo pensiero"
375,"A scrawny, underfed goblin that barely knows how to hold a weapon",Un goblin magro e denutrito che a malapena sa come impugnare un'arma
376,A quick-footed goblin that serves as the eyes and ears of its tribe,Un goblin dai piedi veloci che funge da occhi e orecchie per la sua tribù
377,A goblin that has developed some skill with crude bows and poisoned arrows,Un goblin che ha sviluppato una certa abilità con archi rudimentali e frecce avvelenate
378,"A goblin with limited magical abilities, often serving as a spiritual leader for small tribes","Un goblin con abilità magiche limitate, che spesso funge da leader spirituale per piccole tribù"
379,A battle-hardened goblin with some actual combat training and better equipment,Un goblin temprato dalla battaglia con un vero addestramento al combattimento e un equipaggiamento migliore
380,A pyromaniac goblin that has learned rudimentary fire magic and delights in burning things,Un folletto piromane che ha imparato la magia del fuoco rudimentale e si diletta a bruciare le cose
381,"A goblin archer that rides atop a trained wolf, allowing for hit-and-run tactics","Un arciere goblin che cavalca un lupo addestrato, consentendo tattiche mordi e fuggi"
382,"An elite goblin mounted on a large wolf, trained in coordinated pack tactics","Un goblin d'élite a cavallo di un grande lupo, addestrato in tattiche di branco coordinate"
383,A powerful goblin spellcaster who has mastered curses and crude but effective dark magic,"Un potente incantatore goblin che ha padroneggiato le maledizioni e la magia oscura, rozza ma efficace."
384,"A goblin warrior with exceptional combat training and equipment, often serving as personal guards to tribal leaders","Un guerriero goblin con un addestramento e un equipaggiamento di combattimento eccezionali, che spesso funge da guardia personale dei capi tribù."
385,A goblin marksman of extraordinary skill who can hit targets with uncanny accuracy at extreme ranges,Un tiratore goblin di straordinaria abilità che può colpire bersagli con straordinaria precisione a distanze estreme
386,"A goblin who has dedicated their life to mastering fire magic, capable of creating devastating firestorms","Un goblin che ha dedicato la sua vita a padroneggiare la magia del fuoco, capace di creare tempeste di fuoco devastanti"
387,A goblin of exceptional physical prowess and tactical intelligence who leads large war bands,Un goblin dotato di eccezionale abilità fisica e intelligenza tattica che guida grandi bande di guerra
388,"A goblin who has delved into forbidden magic, making pacts with dark entities to gain tremendous arcane power","Un goblin che si è immerso nella magia proibita, stringendo patti con entità oscure per ottenere un enorme potere arcano"
389,A legendary goblin warrior of immense size and strength who has united multiple tribes under their brutal rule,Un leggendario guerriero goblin di dimensioni e forza immense che ha unito molteplici tribù sotto il suo brutale dominio
390,A juvenile ogre that hasn't reached full size but is still dangerous and unpredictable,Un orco giovane che non ha ancora raggiunto le dimensioni complete ma è ancora pericoloso e imprevedibile
391,A fully grown ogre that relies on brute strength and simple tactics to overpower opponents,Un orco adulto che fa affidamento sulla forza bruta e su tattiche semplici per sopraffare gli avversari
392,"A rare ogre with innate magical abilities, often feared and respected within ogre communities","Un orco raro con abilità magiche innate, spesso temuto e rispettato all'interno delle comunità di orchi"
393,A battle-hardened ogre that has learned to use its massive strength with tactical efficiency,Un orco temprato dalla battaglia che ha imparato a usare la sua enorme forza con efficienza tattica
394,"An ogre that has developed control over fire magic, using it to enhance their tribe's weapons and intimidate enemies","Un orco che ha sviluppato il controllo sulla magia del fuoco, usandola per potenziare le armi della sua tribù e intimidire i nemici"
395,A massive ogre that wields oversized weapons designed to pulverize heavily armored opponents,Un enorme orco che brandisce armi di grandi dimensioni progettate per polverizzare avversari pesantemente corazzati
396,"An ogre spellcaster who has mastered both fire and ice magics, using them in devastating combinations","Un incantatore orco che ha padroneggiato sia la magia del fuoco che quella del ghiaccio, usandole in combinazioni devastanti"
397,A veteran ogre commander who leads raiding parties and has learned advanced combat techniques,Un comandante orco veterano che guida gruppi di incursione e ha appreso tecniche di combattimento avanzate
398,"A highly intelligent ogre who has dedicated their life to arcane studies, mastering multiple schools of magic","Un orco estremamente intelligente che ha dedicato la sua vita agli studi arcani, padroneggiando molteplici scuole di magia"
399,"An ogre of legendary size and strength who has never been defeated in combat, adorned with trophies from countless battles","Un orco di dimensioni e forza leggendarie che non è mai stato sconfitto in combattimento, adornato con trofei di innumerevoli battaglie"
400,A colossal ogre whose mastery of forbidden magics has granted them supreme power over their kind and terrible supernatural abilities,Un orco colossale la cui padronanza della magia proibita gli ha concesso il potere supremo sulla sua specie e terribili abilità soprannaturali
401,"The primordial dragon goddess of salt water, chaos and creation. Her five heads command all elements simultaneously, and her mere presence warps reality","La dea drago primordiale dell'acqua salata, del caos e della creazione. Le sue cinque teste comandano tutti gli elementi simultaneamente e la sua sola presenza distorce la realtà."
402,"The first mountain and primordial dragon who rules the underworld. His scales are made of bedrock, and his roar causes catastrophic earthquakes",Il primo drago di montagna e primordiale che governa gli inferi. Le sue squame sono fatte di roccia e il suo ruggito provoca terremoti catastrofici.
403,The ancient dragon of the primordial freshwater ocean. He commands all water in existence and can flood entire continents with a thought,L'antico drago dell'oceano d'acqua dolce primordiale. Comanda a tutta l'acqua esistente e può inondare interi continenti con un pensiero.
404,"The supreme dragon of air, storms and winds. He can create apocalyptic blizzards and freeze entire kingdoms in eternal ice","Il drago supremo dell'aria, delle tempeste e dei venti. Può creare bufere di neve apocalittiche e congelare interi regni in ghiaccio eterno."
405,The all-knowing cosmic dragon of wisdom and creation. His mind-bending powers can control thoughts across dimensions and reshape reality,L'onnisciente drago cosmico della saggezza e della creazione. I suoi poteri di controllo mentale possono controllare i pensieri attraverso le dimensioni e rimodellare la realtà.
406,"The immortal dragon lord of death and disease. His breath drains life force and corrupts souls, and his gaze alone can end existence","L'immortale signore dei draghi, della morte e della malattia. Il suo respiro prosciuga la forza vitale e corrompe le anime, e il suo sguardo da solo può porre fine all'esistenza."
407,The primordial sky dragon whose wings span galaxies. He controls cosmic forces and can summon meteors or bend starlight to his will,Il drago celeste primordiale le cui ali si estendono per le galassie. Controlla le forze cosmiche e può evocare meteore o piegare la luce delle stelle a suo piacimento.
408,"The ultimate dragon deity of all creation, whose body contains every element and force in existence. A being of incomprehensible cosmic power","La divinità drago suprema di tutta la creazione, il cui corpo contiene ogni elemento e forza esistente. Un essere di incomprensibile potere cosmico."
409,"A freshly risen corpse that shambles mindlessly, still wearing tattered burial clothes","Un cadavere appena risorto che si trascina senza meta, indossando ancora abiti funebri laceri"
410,"A brittle skeleton animated by weak necromantic magic, wielding remains of rusted weapons","Uno scheletro fragile animato da una debole magia necromantica, che brandisce resti di armi arrugginite"
411,"A minor spirit that failed to pass on, barely able to materialize enough to affect the physical world","Uno spirito minore che non è riuscito a tramandarsi, a malapena in grado di materializzarsi abbastanza da influenzare il mondo fisico"
412,"A zombie that has climbed from its grave, still covered in soil and moving with awkward, jerky motions","Uno zombie che è uscito dalla sua tomba, ancora coperto di terra e che si muove con movimenti goffi e a scatti"
413,A skeletal soldier that retains fragmentary combat training from its former life,Un soldato scheletrico che conserva un addestramento di combattimento frammentario della sua vita precedente
414,A shadowy echo of a departed soul that can briefly drain life force from the living,Un'eco oscura di un'anima defunta che può brevemente drenare la forza vitale dai viventi
415,"A zombie that spreads minor disease through scratches and bites, its flesh covered in pustules","Uno zombi che diffonde malattie minori attraverso graffi e morsi, la cui carne è ricoperta di pustole"
416,"A skeleton animated from ancient remains, crumbling but still dangerous","Uno scheletro animato da resti antichi, fatiscente ma ancora pericoloso"
417,The reanimated body of a novice magic user who retains some minor spell capability,Il corpo rianimato di un mago novizio che conserva alcune capacità magiche minori
418,The zombie of a slain fighter who still clutches a rusted weapon and moves with a soldier's gait,Lo zombi di un combattente ucciso che stringe ancora un'arma arrugginita e si muove con l'andatura di un soldato
419,A skeletal archer that retains enough muscle memory to loose arrows with modest accuracy,Un arciere scheletrico che conserva abbastanza memoria muscolare per scoccare frecce con una precisione modesta
420,"The ghost of a person who died with unfinished business, able to manifest more strongly than lesser spirits","Il fantasma di una persona morta con un affare in sospeso, capace di manifestarsi con più forza degli spiriti inferiori"
421,A zombie whose decomposing flesh hosts various infections that can weaken those it wounds,Uno zombie la cui carne in decomposizione ospita varie infezioni che possono indebolire coloro che ferisce
422,The remains of a temple servant who can still call upon minor divine powers,I resti di un servitore del tempio che può ancora invocare poteri divini minori
423,A skeleton still clad in partial armor that provides some protection against physical attacks,Uno scheletro ancora rivestito da un'armatura parziale che fornisce una certa protezione contro gli attacchi fisici
424,A ghost bound to a cemetery who can induce fear and drain vitality from trespassers,Un fantasma legato a un cimitero che può indurre paura e togliere vitalità agli intrusi
425,"A zombie that once served as a watchman or soldier, still instinctively patrolling and attacking intruders","Uno zombie che un tempo fungeva da guardiano o soldato, che ancora istintivamente pattuglia e attacca gli intrusi"
426,"A skeletal predator that stalks graveyards and catacombs, moving with surprising speed and coordination","Un predatore scheletrico che si aggira nei cimiteri e nelle catacombe, muovendosi con sorprendente velocità e coordinazione"
427,"The ghost of a magic apprentice who died during a failed spell, retaining access to minor arcane abilities","Il fantasma di un apprendista magico morto durante un incantesimo fallito, mantenendo l'accesso ad abilità arcane minori"
428,"A larger, more dangerous zombie charged with protecting ancient burial sites, its flesh preserved through dark magic","Uno zombi più grande e pericoloso incaricato di proteggere antichi luoghi di sepoltura, la cui carne è preservata attraverso la magia oscura"
429,"A forest guardian who patrols elven territories, skilled in stealth and precise archery","Un guardiano della foresta che pattuglia i territori elfici, abile nella furtività e nel tiro con l'arco preciso"
430,"A disciplined warrior trained in the ancient elven blade arts, striking with elegant precision","Un guerriero disciplinato addestrato nelle antiche arti della lama elfica, che colpisce con elegante precisione"
431,"A spellcaster who channels the winter aspects of nature, able to create freezing mists and ice shards","Un incantatore che canalizza gli aspetti invernali della natura, in grado di creare nebbie ghiacciate e schegge di ghiaccio"
432,An elite archer who can target vital points with uncanny precision and coat arrows with paralyzing tree sap,Un arciere d'élite che può colpire punti vitali con una precisione straordinaria e ricopre le frecce con la linfa degli alberi paralizzante.
433,"A warrior who combines martial prowess with magical song, weaving spells through elegant battle movements","Un guerriero che unisce l'abilità marziale al canto magico, tessendo incantesimi attraverso eleganti movimenti di battaglia"
434,"A mage who specializes in controlling fire with delicate precision, creating beautiful but deadly flame patterns","Un mago specializzato nel controllo del fuoco con delicata precisione, creando bellissimi ma mortali modelli di fiamme"
435,A spiritual elf who can commune with natural energies and drain vitality from opponents,Un elfo spirituale che può comunicare con le energie naturali e drenare la vitalità degli avversari
436,A veteran forest protector who leads scouting bands and has mastered advanced archery techniques,Un veterano protettore forestale che guida gruppi di scout e ha padroneggiato tecniche avanzate di tiro con l'arco
437,"A specialist who manipulates earth and stone, causing roots to entangle enemies or stones to rise from the ground","Uno specialista che manipola la terra e le pietre, facendo sì che le radici intrappolino i nemici o che le pietre si sollevino dal terreno"
438,"An elite warrior charged with protecting elven nobility, equipped with ancient enchanted weapons and armor","Un guerriero d'élite incaricato di proteggere la nobiltà elfica, equipaggiato con antiche armi incantate e armature"
439,"A powerful spellcaster who has studied magic for centuries, able to weave multiple spells simultaneously","Un potente incantatore che ha studiato la magia per secoli, in grado di tessere più incantesimi contemporaneamente"
440,A common thug who relies on brute force and intimidation to rob travelers on lonely roads,Un delinquente comune che ricorre alla forza bruta e all'intimidazione per derubare i viaggiatori su strade solitarie
441,A skilled marksman who prefers to strike from a distance before enemies can close in,Un tiratore esperto che preferisce colpire da lontano prima che i nemici possano avvicinarsi
442,A swift and nimble cutpurse who specializes in quick strikes and stealing valuables,"Un ladro agile e veloce, specializzato in attacchi rapidi e furti di oggetti di valore"
443,A renegade spellcaster who uses destructive magic to support the band's ambushes,Un incantatore rinnegato che usa la magia distruttiva per supportare gli agguati della banda
444,A deadly killer who specializes in eliminating high-value targets with poisoned weapons,Un killer mortale specializzato nell'eliminare bersagli di alto valore con armi avvelenate
445,A charismatic musician who uses performances to gather information and bolster allies,Un musicista carismatico che usa le performance per raccogliere informazioni e rafforzare gli alleati
446,A dangerous fire mage who delights in using devastating flames to create panic and destruction,Un pericoloso mago del fuoco che si diletta a usare fiamme devastanti per creare panico e distruzione
447,A stealthy tracker who specializes in reconnaissance and setting up ambush points,Un tracker furtivo specializzato nella ricognizione e nella creazione di punti di imboscata
448,A specialized ranged fighter who uses heavy crossbows capable of piercing light armor,Un combattente a distanza specializzato che usa balestre pesanti in grado di perforare armature leggere
449,"The ruthless leader of the bandit gang, feared for both strategic cunning and combat prowess","Il capo spietato della banda di banditi, temuto sia per l'astuzia strategica che per la sua abilità nel combattimento"
450,A fallen priest who now uses divine magic to heal fellow bandits and curse their victims,Un sacerdote caduto che ora usa la magia divina per curare i suoi compagni banditi e maledire le sue vittime
451,A methodical killer who dissects victims with surgical precision and collects specific organs as trophies,Un assassino metodico che seziona le vittime con precisione chirurgica e raccoglie organi specifici come trofei
452,"A sinister poisoner who targets the wealthy and powerful, using exotic venoms that leave no trace","Un avvelenatore sinistro che prende di mira i ricchi e i potenti, usando veleni esotici che non lasciano traccia"
453,A deranged illusionist who mentally breaks victims before manipulating them into harming others or themselves,Un illusionista squilibrato che distrugge mentalmente le vittime prima di manipolarle per far loro del male agli altri o a se stesse
454,A pyromaniac who burns victims alive and collects charred remains as mementos of the 'purification',"Un piromane che brucia vive le vittime e raccoglie i resti carbonizzati come ricordo della ""purificazione"""
455,"A self-appointed executioner who targets those he deems 'impure,' leaving elaborate religious symbolism at crime scenes","Un boia autoproclamato che prende di mira coloro che considera ""impuri"", lasciando elaborati simboli religiosi sulle scene del crimine"
456,"A silent killer who appears out of nowhere, never leaving evidence or witnesses behind","Un killer silenzioso che appare dal nulla, senza mai lasciare prove o testimoni."
457,A beautiful sorceress who freezes victims solid before shattering them into artistic arrangements,Una bellissima strega che congela le vittime prima di frantumarle in composizioni artistiche
458,"A psychic murderer who enters victims' dreams, causing fatal terror as nightmares manifest in reality","Un assassino psichico che entra nei sogni delle vittime, causando terrore fatale mentre gli incubi si manifestano nella realtà"
459,"A collector who preserves victims in lifelike poses, creating a macabre gallery of the deceased","Un collezionista che conserva le vittime in pose realistiche, creando una macabra galleria dei defunti"
460,"A noblewoman who bathes in victims' blood, believing it preserves her youth and beauty","Una nobildonna che si bagna nel sangue delle vittime, credendo che ciò preservi la sua giovinezza e bellezza"
461,A massive beetle that can spray concentrated acid capable of dissolving armor and flesh alike,Un enorme coleottero in grado di spruzzare acido concentrato in grado di sciogliere sia l'armatura che la carne
462,"A writhing mass of bloodsucking parasites that drain vitality with each bite, growing larger as they feed","Una massa contorta di parassiti succhiasangue che drenano la vitalità ad ogni morso, diventando più grandi mentre si nutrono"
463,"A predatory wasp with precision stingers that target vital points, causing paralysis before injecting eggs into still-living hosts","Una vespa predatrice con pungiglioni di precisione che colpiscono punti vitali, causando paralisi prima di iniettare le uova negli ospiti ancora vivi"
464,"A colony of termites that function as a single entity, capable of rearranging into humanoid shapes and communicating telepathically","Una colonia di termiti che funzionano come un'unica entità, in grado di riorganizzarsi in forme umanoidi e di comunicare telepaticamente"
465,"A massive mantis adapted to underwater hunting, using hypnotic patterns on its wings to mesmerize prey before striking","Una mantide enorme adattata alla caccia subacquea, che utilizza motivi ipnotici sulle sue ali per ipnotizzare la preda prima di colpire"
466,"A giant spider that spins webs infused with a psychotropic toxin, causing nightmarish hallucinations before it consumes its victims","Un ragno gigante che tesse ragnatele imbevute di una tossina psicotropa, provocando allucinazioni da incubo prima di consumare le sue vittime"
467,"An ancient beetle with a crystalline carapace that generates an aura of extreme cold, freezing everything in its vicinity","Un antico coleottero con un carapace cristallino che genera un'aura di freddo estremo, congelando tutto ciò che si trova nelle sue vicinanze"
468,"A segmented predator that burrows through volcanic rock, its body glowing with internal heat that melts metal on contact","Un predatore segmentato che scava nella roccia vulcanica, il cui corpo è incandescente per il calore interno che fonde il metallo al contatto."
469,"A massive moth whose wing patterns induce psychic paralysis, allowing it to feed on the thoughts and memories of its victims","Una falena enorme le cui ali provocano una paralisi psichica, permettendole di nutrirsi dei pensieri e dei ricordi delle sue vittime."
470,"The intelligent ruler of a devastating locust swarm, capable of coordinating complex attacks and emitting blinding pulses of light","Il sovrano intelligente di uno sciame di locuste devastante, capace di coordinare attacchi complessi ed emettere impulsi di luce accecanti"
471,"A tiny rodent scurrying through the underbrush, more startled by adventurers than dangerous","Un piccolo roditore che si muove furtivamente tra i cespugli, più spaventato dagli avventurieri che pericoloso"
472,"A small amphibian that hops away from danger, occasionally letting out a startling croak","Un piccolo anfibio che salta via dal pericolo, emettendo occasionalmente un sorprendente gracidio"
473,A timid rabbit with twitching ears that flees at the first sign of danger,Un coniglio timido con le orecchie che tremano e che fugge al primo segno di pericolo
474,A domesticated feline that seems more interested in napping than fighting,Un felino domestico che sembra più interessato a fare un pisolino che a combattere
475,A fluffy baby bird that chirps loudly when approached,Un soffice uccellino che cinguetta forte quando ci si avvicina
476,"A plump bee buzzing from flower to flower, only stinging when truly threatened","Un'ape paffuta che ronza di fiore in fiore, pungendo solo quando è veramente minacciata"
477,A peaceful reptile that withdraws into its shell when disturbed,Un rettile pacifico che si ritira nel suo guscio quando viene disturbato
478,A small spotted beetle that crawls on plants and occasionally takes flight,Un piccolo coleottero maculato che striscia sulle piante e occasionalmente prende il volo
479,"A quick, nimble rodent that gathers nuts and scurries up trees at the first sign of trouble",Un roditore veloce e agile che raccoglie noci e si arrampica sugli alberi al primo segno di pericolo
480,"A harmless wriggling worm that burrows through soil, beneficial for gardens but not much else","Un innocuo verme che si contorce e scava nel terreno, utile per i giardini ma non per molto altro"
481,A waddling waterfowl that makes a noisy fuss when approached,Un uccello acquatico che cammina ondeggiando e fa un gran rumore quando viene avvicinato
482,A burrowing mammal with poor eyesight that rarely emerges from its underground tunnels,Un mammifero scavatore con vista scarsa che raramente emerge dai suoi tunnel sotterranei
483,A colorful bird known for its sharp calls and territorial displays,Un uccello colorato noto per i suoi richiami acuti e le sue dimostrazioni territoriali
484,"A small mammal with distinctive black and white markings, known for its powerful odor defense","Un piccolo mammifero con distintive macchie bianche e nere, noto per la sua potente difesa dagli odori"
485,A jumping insect that blends into grassy areas and makes chirping sounds,Un insetto saltatore che si mimetizza nelle aree erbose ed emette suoni cinguettanti
486,A mischievous minor demon that distracts enemies with illusions while stealing their belongings,Un demone minore dispettoso che distrae i nemici con illusioni mentre ruba i loro beni
487,A demonic entity that can merge with shadows and strike from unexpected angles,Un'entità demoniaca che può fondersi con le ombre e colpire da angolazioni inaspettate
488,A seductive demoness who drains life force through a kiss while gradually freezing victims solid,Una demone seducente che prosciuga la forza vitale attraverso un bacio mentre congela gradualmente le vittime
489,A demon that infiltrates dreams and manifests fears as temporary physical entities,Un demone che si infiltra nei sogni e manifesta le paure come entità fisiche temporanee
490,"A minor fire demon that can ignite its own body, detonating in a burst of flame when defeated","Un demone del fuoco minore che può incendiare il proprio corpo, esplodendo in un'esplosione di fiamme quando viene sconfitto"
491,"A parasitic demon that attaches to a host's head, feeding on memories and implanting false ones","Un demone parassita che si attacca alla testa di un ospite, nutrendosi di ricordi e impiantandone di falsi"
492,A shapeshifting demon that impersonates wounded allies to lure in rescuers before attacking,Un demone mutaforma che impersona gli alleati feriti per attirare i soccorritori prima di attaccare
493,A toxic demon whose strikes inject venom that initially boosts strength before causing paralysis,Un demone tossico i cui colpi iniettano veleno che inizialmente aumenta la forza prima di causare paralisi.
494,"A cunning demonic trader who offers tempting deals that always come with hidden, terrible costs",Un astuto commerciante demoniaco che offre affari allettanti che comportano sempre costi nascosti e terribili
495,A demon that can copy the appearance and one ability of any opponent it faces,Un demone che può copiare l'aspetto e un'abilità di qualsiasi avversario che affronta
496,"A demonic entity that appears helpless and wounded until approached, then unleashes freezing magic","Un'entità demoniaca che appare indifesa e ferita finché non ci si avvicina, poi scatena la magia congelante"
497,A earth demon that can burrow through solid stone and create sinkholes to trap unwary adventurers,Un demone della terra che può scavare nella pietra solida e creare voragini per intrappolare gli avventurieri incauti
498,A manipulative fiend that creates illusions to turn allies against each other through misunderstandings,Un demone manipolatore che crea illusioni per mettere gli alleati l'uno contro l'altro attraverso incomprensioni
499,A calculating demon that lures adventurers into traps using the voices of their lost loved ones,Un demone calcolatore che attira gli avventurieri in trappole usando le voci dei loro cari perduti
500,A heavily armored knight who specializes in shield techniques and defensive formations,Un cavaliere pesantemente corazzato specializzato in tecniche di scudo e formazioni difensive
501,"A holy knight whose blessed armor shines with divine light, resistant to dark magic and corruption","Un cavaliere sacro la cui armatura benedetta risplende di luce divina, resistente alla magia oscura e alla corruzione"
502,"An elite knight who serves as judge, jury, and executioner, wielding a massive blade of judgment","Un cavaliere d'élite che funge da giudice, giuria e boia, brandendo un'enorme lama di giudizio"
503,"A knight whose armor is permanently frozen, creating an aura of extreme cold that slows attackers","Un cavaliere la cui armatura è permanentemente congelata, creando un'aura di freddo estremo che rallenta gli aggressori"
504,"A knight whose armor is supernaturally heated, burning anything that comes in contact with it","Un cavaliere la cui armatura è riscaldata in modo soprannaturale, bruciando tutto ciò che entra in contatto con essa"
505,"A knight whose enchanted armor constantly flows with water, making physical attacks slide off its surface","Un cavaliere la cui armatura incantata scorre costantemente con l'acqua, facendo scivolare gli attacchi fisici dalla sua superficie"
506,"A knight whose armor is fused with solid stone, making it nearly impervious to physical attacks","Un cavaliere la cui armatura è fusa con pietra solida, rendendola quasi invulnerabile agli attacchi fisici"
507,"A knight blessed by celestial powers, whose armor reflects both physical and magical attacks","Un cavaliere benedetto dai poteri celesti, la cui armatura riflette sia gli attacchi fisici che quelli magici"
508,"A knight trained to resist mental intrusion, whose armor has been enchanted to repel psychic attacks","Un cavaliere addestrato a resistere alle intrusioni mentali, la cui armatura è stata incantata per respingere gli attacchi psichici"
509,A legendary knight commander whose ancient armor is resistant to all forms of damage through forgotten enchantments,Un leggendario comandante cavaliere la cui antica armatura è resistente a tutte le forme di danno attraverso incantesimi dimenticati
510,A small but tenacious crustacean with powerful pincers that can cut through fishing nets,Un piccolo ma tenace crostaceo con potenti chele in grado di tagliare le reti da pesca
511,A humanoid creature covered in sharp coral growths that can regenerate damaged parts of its body,Una creatura umanoide ricoperta di escrescenze coralline affilate in grado di rigenerare le parti danneggiate del suo corpo
512,A mer-warrior who wields a barbed trident that can pierce even the thickest scales,Un guerriero-mer che brandisce un tridente uncinato in grado di perforare anche le squame più spesse
513,A massive eel from the coldest ocean depths that can freeze water around itself to create protective barriers,Un'enorme anguilla proveniente dalle profondità oceaniche più fredde che può congelare l'acqua attorno a sé per creare barriere protettive
514,A shapeless entity from the ocean depths that can engulf victims whole and digest them within its amorphous body,Un'entità informe proveniente dalle profondità dell'oceano che può inghiottire le vittime intere e digerirle all'interno del suo corpo amorfo.
515,A beautiful yet deadly sea witch whose hypnotic songs can control the minds of even the strongest-willed sailors,"Una strega del mare bellissima ma mortale, le cui canzoni ipnotiche possono controllare le menti anche dei marinai più volitivi."
516,A massive deep-sea fish whose bioluminescent lure contains potent light magic that can blind or disorient prey,Un enorme pesce di profondità la cui esca bioluminescente contiene una potente magia luminosa che può accecare o disorientare la preda
517,A powerful water elemental that can create whirlpools and control multiple water tendrils simultaneously,Un potente elementale dell'acqua che può creare vortici e controllare più viticci d'acqua contemporaneamente
518,"An ancient sea serpent that dwells near underwater volcanoes, breathing scalding steam and magma","Un antico serpente marino che vive vicino ai vulcani sottomarini, respirando vapore bollente e magma"
519,"A colossal octopus worshipped as a deity by coastal tribes, possessing divine magic in its sacred tentacles","Un polpo colossale venerato come una divinità dalle tribù costiere, che possiede magia divina nei suoi tentacoli sacri"
520,The ancient ruler of a forgotten underwater civilization who commands both ice and water magic with unparalleled mastery,L'antico sovrano di una civiltà sottomarina dimenticata che domina sia la magia del ghiaccio che quella dell'acqua con una maestria senza pari
521,A small squid that can rapidly expel water to create disorienting bubble clouds for escape or ambush,Un piccolo calamaro che può espellere rapidamente l'acqua per creare nuvole di bolle disorientanti per la fuga o l'imboscata
522,A seemingly beautiful sea anemone whose colorful tentacles contain a potent neurotoxin that paralyzes prey,Un anemone di mare apparentemente bellissimo i cui tentacoli colorati contengono una potente neurotossina che paralizza la preda
523,The vengeful spirit of a drowned sailor that emerges from the depths to drag the living down to watery graves,Lo spirito vendicativo di un marinaio annegato che emerge dalle profondità per trascinare i vivi verso tombe d'acqua
524,A massive jellyfish whose translucent body pulses with hypnotic patterns that induce terrible hallucinations,Una medusa enorme il cui corpo traslucido pulsa con schemi ipnotici che inducono terribili allucinazioni
525,"A tiny nature spirit that plays pranks on travelers, hiding their possessions and leading them astray","Un piccolo spirito della natura che fa scherzi ai viaggiatori, nascondendo i loro beni e portandoli fuori strada"
526,A diminutive flower fairy whose pollen dust can cause drowsiness or minor hallucinations,Una piccola fata dei fiori la cui polvere di polline può causare sonnolenza o piccole allucinazioni
527,"A luminous spirit that appears as a ball of dancing light, leading travelers toward magical places or dangerous terrain","Uno spirito luminoso che appare come una sfera di luce danzante, guidando i viaggiatori verso luoghi magici o terreni pericolosi"
528,"An elegant ice fairy who dances on winter winds, freezing surfaces with each step and creating intricate frost patterns","Un'elegante fata del ghiaccio che danza sui venti invernali, congelando le superfici ad ogni passo e creando intricati motivi di brina."
529,A temperamental fire fairy that flits between candle flames and can ignite flammable objects with a touch,Una fata del fuoco capricciosa che svolazza tra le fiamme delle candele e può accendere oggetti infiammabili con un tocco
530,"A secretive fae being that can enter dreams, altering them or planting suggestions that persist into waking life","Un essere fatato segreto che può entrare nei sogni, alterandoli o impiantando suggerimenti che persistono nella vita reale."
