id,name,note,category,drop1_id,drop1_name,drop1_probability,drop2_id,drop2_name,drop2_probability
425,"Reanimated Guard","LV: 8 | A zombie that once served as a watchman or soldier, still instinctively patrolling and attacking intruders<Char:$ZombieWarrior>
<Archetype: Undead>
<Biome: Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Uno zombie che un tempo fungeva da guardiano o soldato, che ancora istintivamente pattuglia e attacca gli intrusi>",biological,0574,"Meat",1/2,,"",
426,"Boneyard Hunter","LV: 7 | A skeletal predator that stalks graveyards and catacombs, moving with surprising speed and coordination<Char:$SkeletalMage>
<Archetype: Undead>
<Biome: Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Un predatore scheletrico che si aggira nei cimiteri e nelle catacombe, muovendosi con sorprendente velocità e coordinazione>",biological,0573,"Bone",1/4,,"",
427,"Abandoned Novice","LV: 7 | The ghost of a magic apprentice who died during a failed spell, retaining access to minor arcane abilities<Char:$WarpSkull>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Secret Laboratory, Spirit Realm, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Il fantasma di un apprendista magico morto durante un incantesimo fallito, mantenendo l'accesso ad abilità arcane minori>",spirit,0579,"Arcane Essence",1/3,,"",
428,"Tomb Guardian","LV: 9 | A larger, more dangerous zombie charged with protecting ancient burial sites, its flesh preserved through dark magic<Char:$UndeadShuffler>
<Archetype: Undead>
<Biome: Ancient Crypt, Necropolis, Ruins, Underdark>
<Speed: 2>
<Movement: Approach>
<It: Uno zombi più grande e pericoloso incaricato di proteggere antichi luoghi di sepoltura, la cui carne è preservata attraverso la magia oscura>",biological,0573,"Bone",1/5,,"",
429,"Elven Scout","LV: 15 | A forest guardian who patrols elven territories, skilled in stealth and precise archery<Char:$ElfWayfarer>
<Archetype: Humanoid>
<Biome: Forest, Ruins>
<Speed: 3>
<Movement: Approach>
<It: Un guardiano della foresta che pattuglia i territori elfici, abile nella furtività e nel tiro con l'arco preciso>",biological,0574,"Meat",1/4,,"",
430,"Elven Swordmaster","LV: 17 | A disciplined warrior trained in the ancient elven blade arts, striking with elegant precision<Char:$ElfBladedancer>
<Archetype: Humanoid>
<Biome: Ancient Crypt, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero disciplinato addestrato nelle antiche arti della lama elfica, che colpisce con elegante precisione>",biological,0574,"Meat",1/4,,"",
431,"Elven Frost Mage","LV: 15 | A spellcaster who channels the winter aspects of nature, able to create freezing mists and ice shards<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Un incantatore che canalizza gli aspetti invernali della natura, in grado di creare nebbie ghiacciate e schegge di ghiaccio>",biological,0574,"Meat",1/2,0573,"Bone",1/5
432,"Elven Sharpshooter","LV: 16 | An elite archer who can target vital points with uncanny precision and coat arrows with paralyzing tree sap<Char:$ElfSharpshooter>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un arciere d'élite che può colpire punti vitali con una precisione straordinaria e ricopre le frecce con la linfa degli alberi paralizzante.>",plant,0575,"Plant matter",1/2,,"",
433,"Elven Bladesinger","LV: 18 | A warrior who combines martial prowess with magical song, weaving spells through elegant battle movements<Char:$ElfBladedancer>
<Archetype: Humanoid>
<Biome: Caves>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero che unisce l'abilità marziale al canto magico, tessendo incantesimi attraverso eleganti movimenti di battaglia>",biological,0573,"Bone",1/3,,"",
434,"Elven Flame Weaver","LV: 16 | A mage who specializes in controlling fire with delicate precision, creating beautiful but deadly flame patterns<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Volcano>
<Speed: 3>
<Movement: Approach>
<It: Un mago specializzato nel controllo del fuoco con delicata precisione, creando bellissimi ma mortali modelli di fiamme>",biological,0574,"Meat",1/4,,"",
435,"Elven Mystic","LV: 18 | A spiritual elf who can commune with natural energies and drain vitality from opponents<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Sacred Grove, Secret Laboratory, Spirit Realm>
<Speed: 3>
<Movement: Approach>
<It: Un elfo spirituale che può comunicare con le energie naturali e drenare la vitalità degli avversari>",spirit,0579,"Arcane Essence",1/2,,"",
436,"Elven Ranger Captain","LV: 19 | A veteran forest protector who leads scouting bands and has mastered advanced archery techniques<Char:$ElfSharpshooter>
<Archetype: Humanoid>
<Biome: Forest, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un veterano protettore forestale che guida gruppi di scout e ha padroneggiato tecniche avanzate di tiro con l'arco>",biological,0573,"Bone",1/4,,"",
437,"Elven Geomancer","LV: 18 | A specialist who manipulates earth and stone, causing roots to entangle enemies or stones to rise from the ground<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Uno specialista che manipola la terra e le pietre, facendo sì che le radici intrappolino i nemici o che le pietre si sollevino dal terreno>",biological,0574,"Meat",1/3,,"",
438,"Elven Royal Guard","LV: 21 | An elite warrior charged with protecting elven nobility, equipped with ancient enchanted weapons and armor<Char:$ElfBladedancer>
<Archetype: Humanoid>
<Biome: Ancient Crypt>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero d'élite incaricato di proteggere la nobiltà elfica, equipaggiato con antiche armi incantate e armature>",biological,0573,"Bone",1/4,,"",
439,"Elven High Mage","LV: 20 | A powerful spellcaster who has studied magic for centuries, able to weave multiple spells simultaneously<Char:$ElfLord>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un potente incantatore che ha studiato la magia per secoli, in grado di tessere più incantesimi contemporaneamente>",biological,0573,"Bone",1/3,,"",
440,"Bandit Grunt","LV: 21 | A common thug who relies on brute force and intimidation to rob travelers on lonely roads<Char:$DeterminedSoldier>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un delinquente comune che ricorre alla forza bruta e all'intimidazione per derubare i viaggiatori su strade solitarie>",biological,0571,"Leather",1/4,0573,"Bone",1/5
441,"Bandit Archer","LV: 20 | A skilled marksman who prefers to strike from a distance before enemies can close in<Char:$SilentRangerI>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un tiratore esperto che preferisce colpire da lontano prima che i nemici possano avvicinarsi>",biological,0574,"Meat",1/2,,"",
442,"Bandit Rogue","LV: 21 | A swift and nimble cutpurse who specializes in quick strikes and stealing valuables<Char:$HalflingRogue>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un ladro agile e veloce, specializzato in attacchi rapidi e furti di oggetti di valore>",biological,0573,"Bone",1/5,0571,"Leather",1/3
443,"Bandit Mage","LV: 19 | A renegade spellcaster who uses destructive magic to support the band's ambushes<Char:$DarkelfMage>
<Archetype: Humanoid>
<Biome: Underdark>
<Speed: 3>
<Movement: Approach>
<It: Un incantatore rinnegato che usa la magia distruttiva per supportare gli agguati della banda>",biological,0571,"Leather",1/4,0573,"Bone",1/3
444,"Bandit Assassin","LV: 23 | A deadly killer who specializes in eliminating high-value targets with poisoned weapons<Char:$HalflingAssassin>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un killer mortale specializzato nell'eliminare bersagli di alto valore con armi avvelenate>",biological,0574,"Meat",1/3,0571,"Leather",1/4
445,"Bandit Bard","LV: 20 | A charismatic musician who uses performances to gather information and bolster allies<Char:$HalflingBard>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un musicista carismatico che usa le performance per raccogliere informazioni e rafforzare gli alleati>",biological,0571,"Leather",1/3,,"",
446,"Bandit Pyromancer","LV: 22 | A dangerous fire mage who delights in using devastating flames to create panic and destruction<Char:$NovicePyromancer>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra, Volcano>
<Speed: 3>
<Movement: Approach>
<It: Un pericoloso mago del fuoco che si diletta a usare fiamme devastanti per creare panico e distruzione>",biological,0571,"Leather",1/3,0574,"Meat",1/2
447,"Bandit Scout","LV: 21 | A stealthy tracker who specializes in reconnaissance and setting up ambush points<Char:$ElfWayfarer>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un tracker furtivo specializzato nella ricognizione e nella creazione di punti di imboscata>",biological,0574,"Meat",1/4,,"",
448,"Bandit Crossbowman","LV: 20 | A specialized ranged fighter who uses heavy crossbows capable of piercing light armor<Char:$FaithfulCrossbowman>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un combattente a distanza specializzato che usa balestre pesanti in grado di perforare armature leggere>",biological,0574,"Meat",1/4,,"",
449,"Bandit Chief","LV: 30 | The ruthless leader of the bandit gang, feared for both strategic cunning and combat prowess<Char:$VeteranSwordsman>
<Archetype: Humanoid>
<Biome: Caves, Forest, Grasslands, Plains, Sewers>
<Speed: 3>
<Movement: Approach>
<It: Il capo spietato della banda di banditi, temuto sia per l'astuzia strategica che per la sua abilità nel combattimento>",biological,0574,"Meat",1/3,0573,"Bone",1/3
450,"Bandit Cleric","LV: 22 | A fallen priest who now uses divine magic to heal fellow bandits and curse their victims<Char:$ZealousPriest>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un sacerdote caduto che ora usa la magia divina per curare i suoi compagni banditi e maledire le sue vittime>",biological,0571,"Leather",1/4,0574,"Meat",1/3
451,"The Surgeon","LV: 28 | A methodical killer who dissects victims with surgical precision and collects specific organs as trophies<Char:$TownButcher>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un assassino metodico che seziona le vittime con precisione chirurgica e raccoglie organi specifici come trofei>",biological,0571,"Leather",1/5,,"",
452,"The Viper","LV: 30 | A sinister poisoner who targets the wealthy and powerful, using exotic venoms that leave no trace<Char:$MasterfulVenomancer>
<Archetype: Serpent>
<Biome: Swamp>
<Speed: 4>
<Movement: Approach>
<It: Un avvelenatore sinistro che prende di mira i ricchi e i potenti, usando veleni esotici che non lasciano traccia>",biological,0571,"Leather",1/4,,"",
453,"The Puppeteer","LV: 35 | A deranged illusionist who mentally breaks victims before manipulating them into harming others or themselves<Char:$MasterIllusionist>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un illusionista squilibrato che distrugge mentalmente le vittime prima di manipolarle per far loro del male agli altri o a se stesse>",biological,0573,"Bone",1/5,,"",
454,"The Cremator","LV: 40 | A pyromaniac who burns victims alive and collects charred remains as mementos of the 'purification'<Char:$FlameMagus>
<Archetype: Humanoid>
<Biome: Secret Laboratory, Volcano>
<Speed: 3>
<Movement: Approach>
<It: Un piromane che brucia vive le vittime e raccoglie i resti carbonizzati come ricordo della "purificazione">",biological,0573,"Bone",1/5,,"",
455,"The Scarlet Judge","LV: 37 | A self-appointed executioner who targets those he deems 'impure,' leaving elaborate religious symbolism at crime scenes<Char:$RadiantPaladin>
<Archetype: Humanoid>
<Biome: Forest, Grasslands, Plains, Sewers>
<Speed: 3>
<Movement: Approach>
<It: Un boia autoproclamato che prende di mira coloro che considera "impuri", lasciando elaborati simboli religiosi sulle scene del crimine>",biological,0571,"Leather",1/4,,"",
456,"The Phantom","LV: 29 | A silent killer who appears out of nowhere, never leaving evidence or witnesses behind<Char:$DarkelfThief>
<Archetype: Ghost>
<Biome: Spirit Realm, Underdark>
<Speed: 5>
<Movement: Approach>
<It: Un killer silenzioso che appare dal nulla, senza mai lasciare prove o testimoni.>",spirit,0579,"Arcane Essence",1/3,,"",
457,"The Frozen Lady","LV: 33 | A beautiful sorceress who freezes victims solid before shattering them into artistic arrangements<Char:$DeftSorceress>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Una bellissima strega che congela le vittime prima di frantumarle in composizioni artistiche>",biological,0573,"Bone",1/3,,"",
458,"The Dreamweaver","LV: 43 | A psychic murderer who enters victims' dreams, causing fatal terror as nightmares manifest in reality<Char:$MalignantGazer>
<Archetype: Humanoid>
<Biome: Dreamscape>
<Speed: 3>
<Movement: Approach>
<It: Un assassino psichico che entra nei sogni delle vittime, causando terrore fatale mentre gli incubi si manifestano nella realtà>",biological,0574,"Meat",1/2,,"",
459,"The Taxidermist","LV: 40 | A collector who preserves victims in lifelike poses, creating a macabre gallery of the deceased<Char:$GrislyGravedigger>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un collezionista che conserva le vittime in pose realistiche, creando una macabra galleria dei defunti>",biological,0573,"Bone",1/4,,"",
460,"The Blood Countess","LV: 37 | A noblewoman who bathes in victims' blood, believing it preserves her youth and beauty<Char:$IllustriousQueen>
<Archetype: Undead>
<Biome: Caves, Necropolis>
<Speed: 2>
<Movement: Approach>
<It: Una nobildonna che si bagna nel sangue delle vittime, credendo che ciò preservi la sua giovinezza e bellezza>",biological,0574,"Meat",1/2,,"",
461,"Acid Bombardier","LV: 35 | A massive beetle that can spray concentrated acid capable of dissolving armor and flesh alike<Char:$AcidAnt>
<Archetype: Insectoid>
<Biome: Forest, Grasslands, Plains, Sewers>
<Speed: 3>
<Movement: Random>
<It: Un enorme coleottero in grado di spruzzare acido concentrato in grado di sciogliere sia l'armatura che la carne>",biological,0573,"Bone",1/3,,"",
462,"Engorged Tick Swarm","LV: 37 | A writhing mass of bloodsucking parasites that drain vitality with each bite, growing larger as they feed<Char:$EngorgedTick>
<Archetype: Insectoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Una massa contorta di parassiti succhiasangue che drenano la vitalità ad ogni morso, diventando più grandi mentre si nutrono>",biological,0574,"Meat",1/4,,"",
463,"Assassin Wasp","LV: 35 | A predatory wasp with precision stingers that target vital points, causing paralysis before injecting eggs into still-living hosts<Char:$ViciousWasp>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Una vespa predatrice con pungiglioni di precisione che colpiscono punti vitali, causando paralisi prima di iniettare le uova negli ospiti ancora vivi>",biological,0574,"Meat",1/2,,"",
464,"Hivemind Termite","LV: 39 | A colony of termites that function as a single entity, capable of rearranging into humanoid shapes and communicating telepathically<Char:$DiseasedFly>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Una colonia di termiti che funzionano come un'unica entità, in grado di riorganizzarsi in forme umanoidi e di comunicare telepaticamente>",biological,0571,"Leather",1/4,,"",
465,"Aquatic Mantis","LV: 39 | A massive mantis adapted to underwater hunting, using hypnotic patterns on its wings to mesmerize prey before striking<Char:$RavenousMosquito>
<Archetype: Insectoid>
<Biome: Deep Sea, Lake>
<Speed: 3>
<Movement: Random>
<It: Una mantide enorme adattata alla caccia subacquea, che utilizza motivi ipnotici sulle sue ali per ipnotizzare la preda prima di colpire>",biological,0571,"Leather",1/3,0574,"Meat",1/2
466,"Blood Widow","LV: 42 | A giant spider that spins webs infused with a psychotropic toxin, causing nightmarish hallucinations before it consumes its victims<Char:$OnyxWidow>
<Archetype: Insectoid>
<Biome: Caves>
<Speed: 3>
<Movement: Random>
<It: Un ragno gigante che tesse ragnatele imbevute di una tossina psicotropa, provocando allucinazioni da incubo prima di consumare le sue vittime>",biological,0571,"Leather",1/5,0573,"Bone",1/3
467,"Frost Scarab","LV: 42 | An ancient beetle with a crystalline carapace that generates an aura of extreme cold, freezing everything in its vicinity<Char:$RoyalScarab>
<Archetype: Insectoid>
<Biome: Ancient Crypt, Crystal Caves, Forest, Glacial Wastes, Grasslands, Plains, Sewers, Tundra>
<Speed: 3>
<Movement: Random>
<It: Un antico coleottero con un carapace cristallino che genera un'aura di freddo estremo, congelando tutto ciò che si trova nelle sue vicinanze>",crystalline,0568,"Crystal",1/2,,"",
468,"Magma Centipede","LV: 43 | A segmented predator that burrows through volcanic rock, its body glowing with internal heat that melts metal on contact<Char:$FireCentipede>
<Archetype: Insectoid>
<Biome: Plains, Urban, Volcano>
<Speed: 3>
<Movement: Random>
<It: Un predatore segmentato che scava nella roccia vulcanica, il cui corpo è incandescente per il calore interno che fonde il metallo al contatto.>",elemental,0579,"Arcane Essence",1/4,,"",
469,"Mind Flayer Moth","LV: 42 | A massive moth whose wing patterns induce psychic paralysis, allowing it to feed on the thoughts and memories of its victims<Char:$UmberMoth>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Una falena enorme le cui ali provocano una paralisi psichica, permettendole di nutrirsi dei pensieri e dei ricordi delle sue vittime.>",biological,0574,"Meat",1/2,0573,"Bone",1/4
470,"Luminous Locust King","LV: 44 | The intelligent ruler of a devastating locust swarm, capable of coordinating complex attacks and emitting blinding pulses of light<Char:$VividGrasshopper>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Il sovrano intelligente di uno sciame di locuste devastante, capace di coordinare attacchi complessi ed emettere impulsi di luce accecanti>",biological,0571,"Leather",1/5,,"",
471,"Field Mouse","LV: 1 | A tiny rodent scurrying through the underbrush, more startled by adventurers than dangerous<Char:$VoraciousMouse>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Fleeing>
<It: Un piccolo roditore che si muove furtivamente tra i cespugli, più spaventato dagli avventurieri che pericoloso>",biological,0571,"Leather",1/3,,"",
472,"Garden Frog","LV: 2 | A small amphibian that hops away from danger, occasionally letting out a startling croak<Char:$LeapingFrog>
<Archetype: Amphibian>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Un piccolo anfibio che salta via dal pericolo, emettendo occasionalmente un sorprendente gracidio>",biological,0574,"Meat",1/2,,"",
473,"Curious Rabbit","LV: 1 | A timid rabbit with twitching ears that flees at the first sign of danger<Char:$BouncingRabbit>
<Archetype: Beast>
<Biome: Forest, Sacred Grove>
<Speed: 4>
<Movement: Approach>
<It: Un coniglio timido con le orecchie che tremano e che fugge al primo segno di pericolo>",biological,0571,"Leather",1/5,,"",
474,"Lazy Cat","LV: 2 | A domesticated feline that seems more interested in napping than fighting<Char:$MeowingCat>
<Archetype: Beast>
<Biome: Plains>
<Speed: 3>
<Movement: Fleeing>
<It: Un felino domestico che sembra più interessato a fare un pisolino che a combattere>",biological,0571,"Leather",1/3,,"",
475,"Tiny Chick","LV: 1 | A fluffy baby bird that chirps loudly when approached<Char:$TinyChick>
<Archetype: Bird>
<Biome: Plains>
<Speed: 5>
<Movement: Fleeing>
<It: Un soffice uccellino che cinguetta forte quando ci si avvicina>",biological,0571,"Leather",1/5,,"",
476,"Buzzing Bumblebee","LV: 1 | A plump bee buzzing from flower to flower, only stinging when truly threatened<Char:$BuzzingBumblebee>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Un'ape paffuta che ronza di fiore in fiore, pungendo solo quando è veramente minacciata>",plant,0570,"Wood",1/4,0575,"Plant matter",1/3
477,"Slow Turtle","LV: 2 | A peaceful reptile that withdraws into its shell when disturbed<Char:$SlowTurtle>
<Archetype: Reptilian>
<Biome: Plains>
<Speed: 1>
<Movement: Random>
<It: Un rettile pacifico che si ritira nel suo guscio quando viene disturbato>",biological,0574,"Meat",1/4,,"",
478,"Ladybug","LV: 1 | A small spotted beetle that crawls on plants and occasionally takes flight<Char:$CrimsonLadybug>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 2>
<Movement: Random>
<It: Un piccolo coleottero maculato che striscia sulle piante e occasionalmente prende il volo>",biological,0571,"Leather",1/3,,"",
479,"Squirrel","LV: 1 | A quick, nimble rodent that gathers nuts and scurries up trees at the first sign of trouble<Char:$ScroungingSquirrel>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Fleeing>
<It: Un roditore veloce e agile che raccoglie noci e si arrampica sugli alberi al primo segno di pericolo>",biological,0574,"Meat",1/4,,"",
480,"Earthworm","LV: 1 | A harmless wriggling worm that burrows through soil, beneficial for gardens but not much else<Char:$OvergrownEarthworm>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un innocuo verme che si contorce e scava nel terreno, utile per i giardini ma non per molto altro>",biological,0573,"Bone",1/3,,"",
481,"Quacking Duck","LV: 1 | A waddling waterfowl that makes a noisy fuss when approached<Char:$QuackingDuck>
<Archetype: Bird>
<Biome: Lake>
<Speed: 5>
<Movement: Fleeing>
<It: Un uccello acquatico che cammina ondeggiando e fa un gran rumore quando viene avvicinato>",biological,0571,"Leather",1/5,,"",
482,"Mole","LV: 1 | A burrowing mammal with poor eyesight that rarely emerges from its underground tunnels<Char:$TunnelingMole>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un mammifero scavatore con vista scarsa che raramente emerge dai suoi tunnel sotterranei>",biological,0571,"Leather",1/3,,"",
483,"Blue Jay","LV: 1 | A colorful bird known for its sharp calls and territorial displays<Char:$BlueJay>
<Archetype: Bird>
<Biome: Plains>
<Speed: 5>
<Movement: Approach>
<It: Un uccello colorato noto per i suoi richiami acuti e le sue dimostrazioni territoriali>",biological,0573,"Bone",1/4,,"",
484,"Skunk","LV: 1 | A small mammal with distinctive black and white markings, known for its powerful odor defense<Char:$StinkySkunk>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Fleeing>
<It: Un piccolo mammifero con distintive macchie bianche e nere, noto per la sua potente difesa dagli odori>",biological,0571,"Leather",1/5,,"",
485,"Grasshopper","LV: 1 | A jumping insect that blends into grassy areas and makes chirping sounds<Char:$VividGrasshopper>
<Archetype: Insectoid>
<Biome: Plains>
<Speed: 3>
<Movement: Random>
<It: Un insetto saltatore che si mimetizza nelle aree erbose ed emette suoni cinguettanti>",biological,0571,"Leather",1/5,,"",
486,"Trickster Imp","LV: 8 | A mischievous minor demon that distracts enemies with illusions while stealing their belongings<Char:$CrimsonImp>
<Archetype: Demon>
<Biome: Cursed Lands>
<Speed: 4>
<Movement: Approach>
<It: Un demone minore dispettoso che distrae i nemici con illusioni mentre ruba i loro beni>",biological,0573,"Bone",1/5,,"",
487,"Shadow Stalker","LV: 9 | A demonic entity that can merge with shadows and strike from unexpected angles<Char:$WickedWretch>
<Archetype: Ghost>
<Biome: Cursed Lands, Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Un'entità demoniaca che può fondersi con le ombre e colpire da angolazioni inaspettate>",spirit,0579,"Arcane Essence",1/2,,"",
488,"Frost Succubus","LV: 11 | A seductive demoness who drains life force through a kiss while gradually freezing victims solid<Char:$DeadlyCambion>
<Archetype: Demon>
<Biome: Cursed Lands, Glacial Wastes, Secret Laboratory, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Una demone seducente che prosciuga la forza vitale attraverso un bacio mentre congela gradualmente le vittime>",biological,0573,"Bone",1/4,,"",
489,"Nightmare Weaver","LV: 11 | A demon that infiltrates dreams and manifests fears as temporary physical entities<Char:$NefariousScamp>
<Archetype: Demon>
<Biome: Cursed Lands, Dreamscape, Forest, Grasslands, Plains, Sewers>
<Speed: 4>
<Movement: Approach>
<It: Un demone che si infiltra nei sogni e manifesta le paure come entità fisiche temporanee>",biological,0574,"Meat",1/3,0571,"Leather",1/4
490,"Ember Fiend","LV: 12 | A minor fire demon that can ignite its own body, detonating in a burst of flame when defeated<Char:$FledglingDemon>
<Archetype: Demon>
<Biome: Cursed Lands, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Un demone del fuoco minore che può incendiare il proprio corpo, esplodendo in un'esplosione di fiamme quando viene sconfitto>",biological,0573,"Bone",1/4,0571,"Leather",1/3
491,"Mind Leech","LV: 12 | A parasitic demon that attaches to a host's head, feeding on memories and implanting false ones<Char:$PointedDemonspawn>
<Archetype: Insectoid>
<Biome: Cursed Lands>
<Speed: 3>
<Movement: Random>
<It: Un demone parassita che si attacca alla testa di un ospite, nutrendosi di ricordi e impiantandone di falsi>",biological,0574,"Meat",1/2,0573,"Bone",1/4
492,"Blood Mimic","LV: 13 | A shapeshifting demon that impersonates wounded allies to lure in rescuers before attacking<Char:$BloodDrinker>
<Archetype: Mutant>
<Biome: Abandoned Mines, Ancient Crypt, Caves, Cursed Lands>
<Speed: 3>
<Movement: Fixed>
<It: Un demone mutaforma che impersona gli alleati feriti per attirare i soccorritori prima di attaccare>",biological,0574,"Meat",1/4,,"",
493,"Venom Devil","LV: 13 | A toxic demon whose strikes inject venom that initially boosts strength before causing paralysis<Char:$RascallyDemonling>
<Archetype: Demon>
<Biome: Cursed Lands>
<Speed: 4>
<Movement: Approach>
<It: Un demone tossico i cui colpi iniettano veleno che inizialmente aumenta la forza prima di causare paralisi.>",biological,0573,"Bone",1/4,,"",
494,"Soul Merchant","LV: 14 | A cunning demonic trader who offers tempting deals that always come with hidden, terrible costs<Char:$BulgingIncubus>
<Archetype: Demon>
<Biome: Cursed Lands>
<Speed: 4>
<Movement: Approach>
<It: Un astuto commerciante demoniaco che offre affari allettanti che comportano sempre costi nascosti e terribili>",biological,0573,"Bone",1/3,,"",
495,"Mirror Fiend","LV: 12 | A demon that can copy the appearance and one ability of any opponent it faces<Char:$GlowingWisp>
<Archetype: Demon>
<Biome: Cursed Lands, Spirit Realm>
<Speed: 4>
<Movement: Approach>
<It: Un demone che può copiare l'aspetto e un'abilità di qualsiasi avversario che affronta>",spirit,0579,"Arcane Essence",1/4,,"",
496,"Frost Deciever","LV: 12 | A demonic entity that appears helpless and wounded until approached, then unleashes freezing magic<Char:$FloatingCherub>
<Archetype: Demon>
<Biome: Cursed Lands, Glacial Wastes, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un'entità demoniaca che appare indifesa e ferita finché non ci si avvicina, poi scatena la magia congelante>",biological,0571,"Leather",1/3,,"",
497,"Gravel Imp","LV: 12 | A earth demon that can burrow through solid stone and create sinkholes to trap unwary adventurers<Char:$GrinningGremlin>
<Archetype: Demon>
<Biome: Cursed Lands>
<Speed: 4>
<Movement: Approach>
<It: Un demone della terra che può scavare nella pietra solida e creare voragini per intrappolare gli avventurieri incauti>",biological,0571,"Leather",1/4,,"",
498,"Discord Demon","LV: 13 | A manipulative fiend that creates illusions to turn allies against each other through misunderstandings<Char:$RedDevil>
<Archetype: Demon>
<Biome: Cursed Lands, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Un demone manipolatore che crea illusioni per mettere gli alleati l'uno contro l'altro attraverso incomprensioni>",biological,0571,"Leather",1/5,0573,"Bone",1/3
499,"Soul Harvester","LV: 15 | A calculating demon that lures adventurers into traps using the voices of their lost loved ones<Char:$ViciousMiscreant>
<Archetype: Ghost>
<Biome: Cursed Lands, Glacial Wastes, Spirit Realm, Tundra>
<Speed: 5>
<Movement: Approach>
<It: Un demone calcolatore che attira gli avventurieri in trappole usando le voci dei loro cari perduti>",spirit,0579,"Arcane Essence",1/4,,"",
500,"Iron Sentinel","LV: 43 | A heavily armored knight who specializes in shield techniques and defensive formations<Char:$BraveKnight>
<Archetype: Robot>
<Biome: Secret Laboratory, Urban>
<Speed: 3>
<Movement: Approach>
<It: Un cavaliere pesantemente corazzato specializzato in tecniche di scudo e formazioni difensive>",mechanical,0581,"Quantum Core",1/12,,"",
501,"Radiant Defender","LV: 47 | A holy knight whose blessed armor shines with divine light, resistant to dark magic and corruption<Char:$RadiantPaladin>
<Archetype: CrystalEntity>
<Biome: Crystal Caves, Underdark, Urban>
<Speed: 3>
<Movement: Random>
<It: Un cavaliere sacro la cui armatura benedetta risplende di luce divina, resistente alla magia oscura e alla corruzione>",crystalline,0569,"Glass",1/5,,"",
